idx,mean,stdev,skew,kurtosis,zcr_mean,zcr_stdev,rmse_mean,rmse_stdev,tempo,mfccs_1_mean,mfccs_2_mean,mfccs_3_mean,mfccs_4_mean,mfccs_5_mean,mfccs_6_mean,mfccs_7_mean,mfccs_8_mean,mfccs_9_mean,mfccs_10_mean,mfccs_11_mean,mfccs_12_mean,mfccs_13_mean,mfccs_14_mean,mfccs_15_mean,mfccs_16_mean,mfccs_17_mean,mfccs_18_mean,mfccs_19_mean,mfccs_20_mean,mfccs_1_stdev,mfccs_2_stdev,mfccs_3_stdev,mfccs_4_stdev,mfccs_5_stdev,mfccs_6_stdev,mfccs_7_stdev,mfccs_8_stdev,mfccs_9_stdev,mfccs_10_stdev,mfccs_11_stdev,mfccs_12_stdev,mfccs_13_stdev,mfccs_14_stdev,mfccs_15_stdev,mfccs_16_stdev,mfccs_17_stdev,mfccs_18_stdev,mfccs_19_stdev,mfccs_20_stdev,chroma_1_mean,chroma_2_mean,chroma_3_mean,chroma_4_mean,chroma_5_mean,chroma_6_mean,chroma_7_mean,chroma_8_mean,chroma_9_mean,chroma_10_mean,chroma_11_mean,chroma_12_mean,chroma_1_stdev,chroma_2_stdev,chroma_3_stdev,chroma_4_stdev,chroma_5_stdev,chroma_6_stdev,chroma_7_stdev,chroma_8_stdev,chroma_9_stdev,chroma_10_stdev,chroma_11_stdev,chroma_12_stdev,centroid_mean,centroid_stdev,contrast_1_mean,contrast_2_mean,contrast_3_mean,contrast_4_mean,contrast_5_mean,contrast_6_mean,contrast_7_mean,contrast_1_std,contrast_2_std,contrast_3_std,contrast_4_std,contrast_5_std,contrast_6_std,contrast_7_std,rolloff_mean,rolloff_stdev,genre
19,0.08136134,0.11600697,2.0980587005615234,3.215622891428831,0.047911228731631866,0.048251147406098795,0.10113196,0.10113196,99.38401442307692,-264.7226,138.86845,11.194062,48.50426,14.930757,20.580284,3.2070086,1.2489557,-15.846457,15.978459,3.369133,-1.5108064,1.9059253,6.32838,-0.9933916,-2.4194524,-3.6802151,0.49150068,5.041454,-0.7768498,79.639084,31.647774,35.85389,19.28279,15.774187,11.403271,10.952461,10.221789,9.763921,9.2311325,8.892146,8.486316,8.37685,8.274929,9.064344,9.462712,9.690601,10.921851,10.853791,12.184989,0.23110358,0.16024141,0.17921813,0.21834421,0.387601,0.55652803,0.45414245,0.44414905,0.40259868,0.2940281,0.28287163,0.23196945,0.27960944,0.1811136,0.21505943,0.20838068,0.3347905,0.4166715,0.35169256,0.31905493,0.32834795,0.2518598,0.3408205,0.25366074,1015.5881401059838,539.7896447007098,19.336271321693637,18.659755242168306,22.573175464905518,20.377651596026112,21.443212010296275,20.53718485743254,32.1536062546016,4.914267660042708,4.955817221692745,4.834588075607751,4.923651058763056,5.310819259338077,5.305934603570107,3.6202712873276335,1767.8293462695765,1171.5415370708315,blues
2,0.07582148,0.10761933,1.7720065116882324,2.3371508534647454,0.056063599671307036,0.03806432944755873,0.09594828,0.09594828,107.666015625,-207.5017,123.991264,8.955127,35.877647,2.9073195,21.510468,-8.560436,23.370686,-10.099661,11.9004965,-5.555639,5.3763275,-2.23176,4.22014,-6.0121484,0.92799747,-0.7311248,0.29507306,-0.2835181,0.5312158,88.116714,23.669811,23.933468,16.263643,16.731195,12.509081,14.172127,11.93968,12.8883095,10.215606,10.25542,9.808018,8.056941,8.552925,7.2403135,7.4401884,7.766243,6.936901,7.1488595,6.7665563,0.46266398,0.34864,0.32125378,0.2101143,0.20492558,0.33551398,0.40219626,0.5613841,0.3816381,0.25619528,0.28638244,0.33615476,0.37836573,0.29301503,0.3081868,0.22761527,0.2143529,0.31594357,0.28559795,0.36726838,0.2921284,0.23237176,0.27843398,0.26698515,1484.6521382944518,612.8405036827995,15.984178827888565,17.065941951311224,19.142644161703465,19.20121227353733,18.33011223548219,17.508315829863236,37.50049253473871,4.193186656834534,4.617833606200344,4.816715527536343,4.29014036345317,3.5133878596650443,3.1328247842987977,5.840895075501071,3450.3335833272913,1752.1422596271964,blues
20,0.090077646,0.128651,2.1093811988830566,3.344423478170185,0.058548811509087396,0.053577308497509704,0.11342574,0.11342574,99.38401442307692,-233.95625,136.1457,3.324411,48.92853,8.715444,13.966022,5.3665967,0.39953953,-13.469852,16.877718,5.1480913,-2.249821,3.9479077,5.316488,0.810559,-1.1070809,-4.55648,-2.4307842,3.3248355,-0.60244745,80.67556,30.98075,34.107346,19.602484,17.4474,12.8928385,10.280302,11.3084135,12.307093,9.081824,10.701585,8.802999,8.130982,9.123699,10.05011,8.959059,8.876498,10.017112,10.923487,11.971958,0.3869627,0.23214158,0.21132426,0.2544442,0.32725337,0.49570894,0.35311493,0.31560844,0.27716362,0.31439114,0.2477242,0.23624568,0.36191538,0.23176296,0.2777825,0.29232,0.3141158,0.40841508,0.30785,0.30076194,0.25538373,0.315895,0.2786772,0.23432222,1129.1130245959264,561.3255519325721,18.65252187146956,17.9110622091782,22.696602824689588,20.284012571374458,21.43103705260162,21.99657443287263,33.06026890704824,4.776457905790967,4.961734686638765,5.251001659738221,5.160331978618491,4.846888389639273,5.279384905497182,4.031251967519767,2115.5581020700406,1165.6239312260982,blues
21,0.06904122,0.10035875,2.2675623893737793,4.13083180934742,0.04732249673723898,0.032868753746946366,0.086947,0.086947,103.359375,-274.3658,130.41125,-6.3512874,70.402985,13.269728,9.473776,7.7353296,-1.2349664,-0.57239014,-2.3033547,3.773516,0.07561241,-0.93897176,2.2962253,4.2941175,-1.6612144,-10.4394245,-6.793103,-1.0657779,-1.583887,76.932014,22.367664,36.657497,17.639128,15.177578,12.471886,11.025518,12.25832,9.702339,8.299066,8.76759,8.579595,11.253344,7.9474506,8.343605,6.918873,7.0059876,6.278291,6.6497455,9.145311,0.28727144,0.23893127,0.22610158,0.17370991,0.21654738,0.22550632,0.104210705,0.08532195,0.14225829,0.3441176,0.6431617,0.4985287,0.2960139,0.2878287,0.29720294,0.25447884,0.28768834,0.29226935,0.15270336,0.15742336,0.19155686,0.2768961,0.37890434,0.3578677,1083.3764226515825,420.711773597184,16.023141659947672,21.711513008913855,24.001065507671868,20.175553852664905,20.054064078509718,21.279686017948464,28.836731159811208,4.007920633929518,6.061835567582903,5.812166554733266,4.9052961717020205,4.4282733003507655,4.7732791384844475,1.9630047534502917,2231.859048723898,1097.6157466918364,blues
22,0.070914984,0.105229564,2.616459846496582,5.393069155742117,0.05168153035576179,0.03663679353581917,0.08921531,0.08921531,92.28515625,-249.28456,131.00468,0.67143536,66.70393,17.914803,4.6216865,6.6131043,1.2425213,1.4125671,-1.5898085,-0.9819217,-3.5757904,-2.9269552,4.6006756,7.480606,-0.18753201,-2.8234692,-2.6753805,0.7406137,-0.53098303,63.08931,18.394064,39.73822,17.27339,13.543195,13.161101,9.821581,9.91257,8.698203,9.586809,10.078377,9.227181,9.288863,7.900673,9.573888,10.032395,9.349202,8.808987,8.721298,8.223747,0.24155238,0.20587271,0.26560384,0.17976606,0.23204015,0.30515397,0.13775796,0.11060959,0.1725313,0.42817107,0.77686465,0.41872042,0.23007642,0.23539127,0.30125144,0.23341776,0.25839806,0.30846408,0.15373084,0.14838873,0.1872743,0.22885442,0.33104602,0.25525874,1083.8314258581324,372.99156532297644,14.45036308940559,18.32147364451056,22.958580032736446,20.233397304451792,20.24276963848042,20.793922410799617,30.21111368269012,4.232887910140431,4.738767890665037,5.561775584257304,4.388188611851926,4.742435554725294,4.721182823675831,1.588117013103552,2188.3096858686195,930.0526429197844,blues
23,0.07646115,0.10666124,1.7956236600875854,2.1957234085377992,0.07244726713553751,0.05043307222943147,0.09580997,0.09580997,95.703125,-228.16708,130.33966,-23.310709,70.20022,1.1293262,7.589114,0.9033958,1.9944433,-6.1588445,-9.380717,-2.563575,-4.5218472,-0.26998648,0.17045113,-1.5287302,1.467687,-6.9808435,-8.324485,4.240888,0.99173737,53.0671,26.244879,30.453302,19.940063,13.48649,12.400425,10.010876,9.394216,7.8659563,9.280635,10.385556,7.6776814,8.2309065,7.554744,8.9237795,8.974044,8.064876,9.582108,10.9379635,11.490019,0.37839997,0.2389116,0.2793791,0.24485444,0.41447195,0.29409453,0.1998474,0.12389152,0.16653682,0.21902838,0.33508998,0.5600287,0.28753653,0.24648006,0.32589194,0.24245828,0.37037566,0.26640412,0.28182372,0.20916685,0.21572159,0.22974584,0.263165,0.3915011,1353.8195587159103,444.4054309047457,18.53932014103724,19.931402816996894,24.475576159657706,22.179933155092904,22.393455607083922,22.867510991952837,30.79059506661543,5.201111433543477,4.855747889901343,4.837020990353519,4.592433620856057,5.067702695735228,4.810794743702108,2.0133912037613313,2752.3363861296402,743.850920471848,blues
24,0.10097199,0.14275436,1.72971510887146,2.1451127489028723,0.05293716466067285,0.05694365052964525,0.12473656,0.12473656,129.19921875,-233.7151,101.19902,17.6509,23.740635,2.0798852,25.938902,-16.969044,15.079571,-22.277378,4.3853855,-23.19758,-6.0366454,-5.0570984,1.0690374,-5.7785144,-8.310136,-11.384392,-6.7234993,-10.013582,-14.026128,60.699207,29.757904,19.373985,14.810056,15.084577,11.647612,18.409973,10.661373,9.912996,11.077478,12.941126,9.043987,8.996592,9.996336,9.428633,9.176513,9.91635,9.82994,8.611793,8.82788,0.26037818,0.34972426,0.46656188,0.44117013,0.2807111,0.22826399,0.20510997,0.22594398,0.23517606,0.31919655,0.18415621,0.15059406,0.31875524,0.3064668,0.39726737,0.37340507,0.28763804,0.3203458,0.27095467,0.30167347,0.28990537,0.36531535,0.22841589,0.21257812,1592.1437291646741,828.6674529214115,35.19497245722895,21.504267050780456,25.387371101311885,21.79557068499973,21.459436662152097,19.746137609884915,40.099499765584845,4.161232822988261,6.545586649564621,6.340376046725518,5.064005885998387,4.040360482612129,3.1614301592337934,4.537448915752546,3629.93515262471,2043.6460344474694,blues
25,0.12447163,0.16172054,1.3617252111434937,0.7631406743958751,0.042956288065545245,0.03309841113009578,0.15151769,0.15151769,151.99908088235293,-221.84349,110.852425,18.63755,30.92843,3.2962282,22.589956,-20.406555,12.12297,-26.330458,-4.354131,-26.383854,-13.032196,-12.655036,-1.8158432,-7.2590013,-6.6609855,-14.688093,-11.713449,-11.024652,-13.389859,50.122223,24.212267,13.798648,13.438579,14.874418,10.029159,17.849363,10.700894,10.445041,10.1040125,11.360589,10.379248,12.095801,9.751825,10.527637,10.436017,10.157421,10.762993,10.884547,9.926209,0.13327682,0.281386,0.44643113,0.33979082,0.15904108,0.101466216,0.19574337,0.28675094,0.24553694,0.41870418,0.25596598,0.18306516,0.1923358,0.28165442,0.3952779,0.3256148,0.22614656,0.17350832,0.30068657,0.38131016,0.2570874,0.38484287,0.25411558,0.3000116,1299.1689393285683,584.1941723836619,36.22560320766016,22.61202892553484,27.633064745628353,23.71197854139675,23.31669211198255,21.732552485562827,40.28413089317317,4.4460307982665235,5.622924148734616,5.137651507256126,4.953367916539461,4.545884656512729,3.3609449308466246,4.186847228216284,2821.9737325079755,1917.1367028514414,blues
26,0.11023313,0.14734066,1.4660193920135498,1.1708432621398446,0.04568394117362722,0.026287254307531295,0.13593547,0.13593547,129.19921875,-217.15489,105.78446,15.606509,25.259819,-1.4457653,30.199512,-17.717384,17.318798,-27.218796,4.336658,-20.061996,-10.700786,-14.232641,-5.156592,-3.481464,-6.189352,-15.322095,-6.8323135,-9.825187,-13.940664,60.000668,23.109636,18.929195,14.808554,14.693559,10.841136,14.954784,11.247271,10.592723,13.315007,10.734216,8.415196,10.245844,9.109953,10.063993,8.159464,10.773231,9.676289,9.528479,9.635116,0.23509622,0.32294878,0.46488935,0.39107367,0.24840118,0.23944601,0.19958833,0.21045156,0.23211439,0.31559354,0.1674177,0.12351695,0.31917664,0.28709778,0.39286807,0.33656022,0.29084152,0.33225378,0.26684624,0.29537907,0.2822511,0.35298666,0.21058759,0.18842039,1495.1993476416735,574.3512362757501,35.4180686347089,21.96596213935835,25.44164033899934,22.483041379476436,21.502937323971075,20.8938403090392,40.472645631360386,4.383616976502799,5.967577674863441,5.783512977080651,4.901980995178088,4.132231398577471,3.239932598897861,3.730628710540498,3494.3076149216936,1926.0447923722668,blues
27,0.140903,0.18273754,1.2857450246810913,0.638839797243484,0.04543508011890951,0.023971606959436474,0.17337875,0.17337875,129.19921875,-171.77327,120.29358,15.340433,21.107592,-5.385008,24.195364,-24.137547,18.544752,-22.348501,1.3194953,-20.763226,-4.981888,-17.10809,-7.879305,-15.300168,-9.343679,-8.911592,-8.512012,-14.329959,-19.929634,44.08077,26.33023,16.406364,12.1116705,13.25999,10.913935,12.061731,10.023472,11.806124,10.778166,8.250901,9.021776,9.297282,7.954635,6.612956,7.0359325,6.567417,7.5693893,7.5689526,6.9741716,0.19739094,0.17278327,0.25275415,0.29362485,0.33753547,0.3804283,0.29733068,0.29746956,0.28735164,0.35898903,0.40087286,0.20166862,0.28097188,0.21371438,0.3153815,0.30884486,0.30992067,0.3663847,0.27024192,0.32912382,0.28704947,0.32115713,0.36812815,0.21271975,1481.8386375863097,638.1931294919616,34.940839140793685,21.534992964744788,24.480015532059124,24.150872905155754,22.369896894284686,19.783240533416997,40.87948192487081,4.505880091523023,5.079433048714786,5.033293768884972,4.362577777198179,4.006167724569939,3.084225624597453,3.592260055684295,3350.6613322034514,2042.9026091437197,blues
28,0.054748144,0.08380436,2.3768365383148193,4.871818480706499,0.04814234097061098,0.03563224943143154,0.06918862,0.06918862,123.046875,-328.5607,102.728516,19.836584,26.706007,7.145409,22.727982,-6.951727,12.816983,-10.727914,-0.42469418,-12.378796,-8.898336,-9.208457,-9.089533,-8.994875,-7.6578836,-7.2112923,-9.397146,-4.47567,-3.6794353,86.42242,25.161493,26.538881,13.074147,15.909288,15.761066,14.457578,12.452663,12.585577,9.132303,10.501667,10.545808,11.2813835,11.563301,13.732169,13.936419,12.5904665,13.310839,11.937009,13.265176,0.32445288,0.12632707,0.089791134,0.20111579,0.34513792,0.62748873,0.35210204,0.2022923,0.20884392,0.18174979,0.17084344,0.18667392,0.3804378,0.1620666,0.16031623,0.2901341,0.26914188,0.3876121,0.24274306,0.27054796,0.32576665,0.27295077,0.2902094,0.2426919,1098.3317358948102,595.6560463347936,32.74379706507121,21.197424340952544,24.488108991102347,24.94464026633472,24.954073142182533,22.84749476896591,35.13214708305363,5.289587106183865,5.809965863031007,6.691142559046628,6.17015948977776,5.230162992525828,5.236153666223031,6.53032955320501,2162.90450306337,1702.9786668510646,blues
